tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2010-540,Wimbledon,Grass,128,G,20100621,32,104053,5,,Andy Roddick,R,188,USA,27.80835044,7,4510,104330,0,,Rajeev Ram,R,193,USA,26.2587269,93,582,6-3 6-2 6-2,5,R128,83,13,2,67,49,41,12,13,0,0,12,3,72,41,30,10,12,6,11
2010-540,Wimbledon,Grass,128,G,20100621,80,104053,5,,Andy Roddick,R,188,USA,27.80835044,7,4510,103566,0,,Michael Llodra,L,190,FRA,30.091718,37,1119,4-6 6-4 6-1 7-6(2),5,R64,143,25,1,119,86,70,15,20,4,5,23,5,97,60,48,21,19,0,3
2010-540,Wimbledon,Grass,128,G,20100621,104,104053,5,,Andy Roddick,R,188,USA,27.80835044,7,4510,104259,29,,Philipp Kohlschreiber,R,178,GER,26.68035592,35,1230,7-5 6-7(5) 6-3 6-3,5,R32,176,28,0,121,86,73,21,21,7,7,13,3,139,89,66,22,21,5,9
2010-560,US Open,Hard,128,G,20100830,40,104053,9,,Andy Roddick,R,188,USA,28,9,3225,103565,0,,Stephane Robert,R,185,FRA,30.28610541,78,675,6-3 6-2 6-2,5,R128,102,8,2,72,48,38,15,13,4,5,1,5,79,46,25,14,12,3,9
2010-6116,Atlanta,Hard,28,A,20100719,13,104053,1,,Andy Roddick,R,188,USA,27.88501027,9,3490,104330,0,,Rajeev Ram,R,193,USA,26.33538672,149,327,6-1 6-7(1) 6-3,3,R16,116,15,2,99,70,50,20,15,4,4,12,4,80,42,32,21,13,1,4
2010-6116,Atlanta,Hard,28,A,20100719,21,104053,1,,Andy Roddick,R,188,USA,27.88501027,9,3490,103598,7,,Xavier Malisse,R,185,BEL,29.99863107,57,806,4-6 6-3 6-4,3,QF,130,17,2,95,63,48,18,15,5,6,9,2,78,38,32,21,14,2,4
2010-5014,Shanghai Masters,Hard,56,M,20101010,21,104053,10,,Andy Roddick,R,188,USA,28.11498973,11,3225,104259,0,,Philipp Kohlschreiber,R,178,GER,26.98699521,32,1215,6-3 2-1 RET,3,R64,52,5,0,31,24,21,4,6,2,2,4,1,39,18,11,11,6,3,5
2010-580,Australian Open,Hard,128,G,20100118,33,104053,7,,Andy Roddick,R,188,USA,27.38672142,7,4510,105217,0,,Thiemo De Bakker,R,193,NED,21.33059548,80,586,6-1 6-4 6-4,5,R128,124,8,1,88,55,41,23,14,7,7,17,2,91,66,43,12,13,11,15
2010-580,Australian Open,Hard,128,G,20100118,81,104053,7,,Andy Roddick,R,188,USA,27.38672142,7,4510,105064,0,,Thomaz Bellucci,L,188,BRA,22.05338809,35,1086,6-3 6-4 6-4,5,R64,132,11,0,79,62,49,12,15,4,5,8,4,100,61,39,19,14,6,10
2010-580,Australian Open,Hard,128,G,20100118,105,104053,7,,Andy Roddick,R,188,USA,27.38672142,7,4510,103852,0,,Feliciano Lopez,L,188,ESP,28.32854209,46,905,6-7(4) 6-4 6-4 7-6(3),5,R32,212,29,3,129,95,76,23,22,4,5,29,5,166,97,71,36,22,14,17
2010-580,Australian Open,Hard,128,G,20100118,117,104053,7,,Andy Roddick,R,188,USA,27.38672142,7,4510,103602,11,,Fernando Gonzalez,R,183,CHI,29.47296372,11,2870,6-3 3-6 4-6 7-5 6-2,5,R16,205,33,0,125,85,74,20,24,2,4,17,9,175,107,81,29,24,14,18
2010-352,Paris Masters,Hard,48,M,20101107,25,104053,8,,Andy Roddick,R,188,USA,28.19164956,8,3485,103813,0,Q,Jarkko Nieminen,L,185,FIN,29.29500342,39,1090,6-1 6-4,3,R32,62,9,0,46,29,24,13,9,0,0,4,4,52,31,24,5,8,3,6
2010-352,Paris Masters,Hard,48,M,20101107,37,104053,8,,Andy Roddick,R,188,USA,28.19164956,8,3485,105208,0,,Ernests Gulbis,R,190,LAT,22.19028063,26,1415,6-3 7-6(8),3,R16,93,12,0,67,53,42,10,11,1,1,9,4,71,48,37,10,10,2,3
2010-422,Cincinnati Masters,Hard,56,M,20100815,21,104053,9,,Andy Roddick,R,188,USA,27.96167009,13,2875,104660,0,,Sergiy Stakhovsky,R,193,UKR,24.60780287,46,957,6-4 6-7(5) 6-1,3,R64,135,10,1,90,57,46,22,15,3,3,8,4,116,66,51,20,14,9,12
